version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
original_full_nat,16384,4,32,73099583,2284361.968750,7.172243,2938817658696628752
original_full_nat,16384,5,32,73281833,2290057.281250,7.154406,2938817658696628752
uint64_limbs,16384,5,32,78349083,2448408.843750,6.691693,2938817658696628752
word_blocks,16384,5,2048,66768459,32601.786621,502.549145,12105518801831101440
machine_list,16384,5,2048,55523625,27111.145020,604.327113,12105518801831101440
machine_array,16384,5,4096,56354125,13758.331299,1190.842090,3471461984659638272
machine_array,16384,6,4096,56492500,13792.114258,1187.925194,3471461984659638272
machine_list,16384,6,2048,58090083,28364.298340,577.627544,12105518801831101440
word_blocks,16384,6,2048,67849833,33129.801270,494.539640,12105518801831101440
uint64_limbs,16384,6,32,78571583,2455361.968750,6.672743,2938817658696628752
original_full_nat,16384,6,32,72843375,2276355.468750,7.197470,2938817658696628752
original_full_nat,16384,7,32,71803458,2243858.062500,7.301710,2938817658696628752
uint64_limbs,16384,7,32,77581333,2424416.656250,6.757914,2938817658696628752
word_blocks,16384,7,2048,71238709,34784.525879,471.014038,12105518801831101440
machine_list,16384,7,2048,55968958,27328.592773,599.518612,12105518801831101440
machine_array,16384,7,4096,56106667,13697.916748,1196.094289,3471461984659638272
machine_array,16384,8,4096,56136167,13705.118896,1195.465732,3471461984659638272
machine_list,16384,8,2048,54864750,26789.428711,611.584524,12105518801831101440
word_blocks,16384,8,2048,64588958,31537.577148,519.507251,12105518801831101440
uint64_limbs,16384,8,32,77391875,2418496.093750,6.774458,2938817658696628752
original_full_nat,16384,8,32,71684084,2240127.625000,7.313869,2938817658696628752
original_full_nat,16384,9,32,72742166,2273192.687500,7.207484,2938817658696628752
uint64_limbs,16384,9,32,80895875,2527996.093750,6.481023,2938817658696628752
word_blocks,16384,9,2048,67307625,32865.051270,498.523488,12105518801831101440
machine_list,16384,9,2048,58384250,28507.934570,574.717188,12105518801831101440
machine_array,16384,9,4096,56348958,13757.069824,1190.951286,3471461984659638272
